,country,location,company,tech,component,phase,investment_value,capacity,status,dt_announce,dt_actual,dt_operational,dt_cancel,jobs,checked,reject-phase,finetune,share-investment
FRA-02623-06620_08_00_00,FRA,Fos-sur-Mer,SBM Offshore,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
CHE-06053-06620_04_01_00,CHE,YCM Marina,SBM Offshore,hydrogen,green_hydrogen,initial,-,-,operational,-,-,-,NA,-,False,False,False,False
CHE-06053-06620_01_00_00,CHE,YCM Marina,SBM Offshore,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ROU-09859-09892_06_04_00,ROU,Bârlad,SC Heliomit SRL,solar,modules,initial,€32.92 million,-,actual,11-2024,-,NA,NA,-,False,False,False,False
ROU-09860-09892_06_04_00,ROU,Sfântu Gheorghe,SC Heliomit SRL,solar,modules,initial,€3.89 million,-,actual,-,-,NA,NA,-,False,False,False,False
DEU-02287-09893_06_04_00,DEU,Freiburg,SCHMID Group,solar,modules,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-02269-09896_06_04_00,DEU,Prenzlau,SCP Solar GmbH,solar,modules,initial,-,-,announced,05-2014,NA,NA,NA,-,False,False,False,False
FRA-06984-08040_08_00_00,FRA,Fécamp,SDI,wind,deployment,initial,-,-,actual,-,09-2020,NA,NA,400,False,False,False,False
FRA-02469-08040_08_00_00,FRA,Saint-Nazaire,SDI,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
SWE-01532-01270_01_00_00,SWE,Borås,SEEL,battery,deployment,initial,-,-,announced,03-2021,NA,NA,NA,-,False,False,False,False
SWE-01532-01270_07_00_00,SWE,Borås,SEEL,vehicle,deployment,initial,-,-,actual,03-2021,-,NA,NA,-,False,False,False,False
SWE-01536-01270_07_99_00,SWE,Nykvarn,SEEL,vehicle,NA,initial,-,-,announced,03-2021,NA,NA,NA,-,False,False,False,False
GBR-02197-08041_08_00_00,GBR,Aberdeen,SENER,wind,deployment,initial,-,-,announced,01-2019,NA,NA,NA,-,False,False,False,False
GBR-09862-09897_06_00_00,GBR,King's Lynn,SENS UK,solar,deployment,initial,-,55 MW,announced,02-2022,NA,NA,NA,-,False,False,False,False
CHE-02881-07131_03_00_00,CHE,Valais,SFR,hydroelectric,deployment,initial,CHF2.2 billion,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-02197-02428_04_01_00,GBR,Aberdeen,SGN,hydrogen,green_hydrogen,initial,-,-,announced,11-2021,NA,NA,NA,-,False,False,False,False
GBR-02197-02428_04_02_00,GBR,Aberdeen,SGN,hydrogen,blue_hydrogen,initial,-,-,announced,11-2021,NA,NA,NA,-,False,False,False,False
GBR-09863-02428_04_00_00,GBR,Buckhaven,SGN,hydrogen,deployment,initial,-,-,announced,11-2021,NA,NA,NA,-,False,False,False,False
GBR-09863-02428_08_00_00,GBR,Buckhaven,SGN,wind,deployment,initial,-,-,announced,11-2021,NA,NA,NA,-,False,False,False,False
GBR-04184-02428_04_00_00,GBR,Buxton,SGN,hydrogen,deployment,initial,£9 million,-,actual,07-2019,-,NA,NA,-,False,False,False,False
GBR-01451-02428_04_00_00,GBR,Edinburgh,SGN,hydrogen,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-01706-02428_04_01_00,GBR,Fife,SGN,hydrogen,green_hydrogen,initial,-,-,announced,06-2022,NA,NA,NA,-,False,False,False,False
GBR-01706-02428_04_04_00,GBR,Fife,SGN,hydrogen,electrolysers,initial,-,-,announced,06-2022,NA,NA,NA,-,False,False,False,False
GBR-01706-02428_04_05_00,GBR,Fife,SGN,hydrogen,storage,initial,-,-,announced,06-2022,NA,NA,NA,-,False,False,False,False
GBR-02328-02428_04_00_00,GBR,Grangemouth,SGN,hydrogen,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-05508-02428_04_00_00,GBR,Granton,SGN,hydrogen,deployment,initial,-,-,actual,05-2022,-,NA,NA,-,False,False,False,False
GBR-03690-02428_04_00_00,GBR,Levenmouth,SGN,hydrogen,deployment,initial,-,-,actual,12-2020,01-2021,NA,NA,-,False,False,False,False
GBR-04608-02428_04_00_00,GBR,Levenmouth Campus,SGN,hydrogen,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-00647-02428_04_00_00,GBR,London,SGN,hydrogen,deployment,initial,-,-,announced,06-2022,NA,NA,NA,-,False,False,False,False
GBR-01428-02428_04_02_00,GBR,Southampton,SGN,hydrogen,blue_hydrogen,initial,-,4.3 TWh per year,announced,12-2021,NA,NA,NA,-,False,False,False,False
GBR-05551-09898_04_01_00,GBR,Inverness,SGN Commercial Services,hydrogen,green_hydrogen,initial,"£100,000",8 tonnes per day,announced,03-2022,NA,NA,NA,-,False,False,False,False
CHE-05509-05951_04_01_00,CHE,Lake Lucerne,SGV,hydrogen,green_hydrogen,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
SWE-08695-09900_08_00_00,SWE,Bjornberget,SIC,wind,deployment,initial,-,-,actual,-,01-2021,NA,NA,-,False,False,False,False
CHE-03691-04222_06_00_00,CHE,Satigny,SIG Swisspower-Stadtwerk,solar,deployment,initial,CHF 1.5 million,"200,000 kWh",operational,-,03-2023,-,NA,-,False,False,False,False
DEU-09865-09905_02_00_00,DEU,Garching an der Alz,SILENOS ENERGY GmbH,geothermal,deployment,initial,-,-,operational,-,-,-,NA,-,False,False,False,False
DEU-02274-06622_04_01_00,DEU,Offshore,SILICA Verfahrenstechnik GmbH,hydrogen,green_hydrogen,initial,-,"50,000 tons",actual,-,-,NA,NA,-,False,False,False,False
DEU-02274-06622_04_04_00,DEU,Offshore,SILICA Verfahrenstechnik GmbH,hydrogen,electrolysers,initial,-,"50,000 tons per year",actual,04-2023,-,NA,NA,-,False,False,False,False
DEU-02274-06622_08_00_00,DEU,Offshore,SILICA Verfahrenstechnik GmbH,wind,deployment,initial,-,"50,000 tons",actual,-,-,NA,NA,-,False,False,False,False
DEU-02847-05952_06_00_00,DEU,Crete,SINN Power,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-02847-05952_08_00_00,DEU,Crete,SINN Power,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-05510-05952_06_00_00,DEU,Eching am Ammersee,SINN Power,solar,deployment,initial,-,"1,500 MWh",announced,-,NA,NA,NA,-,False,False,False,False
DEU-04877-05953_04_01_00,DEU,Rhineland,SINTEF,hydrogen,green_hydrogen,initial,-,10 MW,actual,02-2021,-,NA,NA,-,False,False,False,False
DEU-04877-05953_04_04_00,DEU,Rhineland,SINTEF,hydrogen,electrolysers,initial,-,10 MW,actual,02-2021,-,NA,NA,-,False,False,False,False
NOR-02183-05953_06_00_00,NOR,Trondheim,SINTEF,solar,deployment,initial,19.3 million EUR,-,actual,-,-,NA,NA,-,False,False,False,False
NOR-02183-09906_04_02_00,NOR,Trondheim,SINTEF Energy,hydrogen,blue_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
NOR-02183-09906_04_01_00,NOR,Trondheim,SINTEF Energy,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-04755-05954_04_01_00,FRA,Créteil,SIPEnR,hydrogen,green_hydrogen,initial,-,500 kg/day,announced,02-2021,NA,NA,NA,-,False,False,False,False
HUN-00523-00685_01_03_00,HUN,['Iváncsa'],SK Group,battery,cell_manufacturing,['initial'],['€1.623 billion'],['30 GWh'],actual,01-2021,07-2021,['NA'],NA,1900,True,False,False,False
HUN-00523-00685_01_03_01,HUN,['Iváncsa'],SK Group,battery,cell_manufacturing,['first expansion'],['€1.623 billion'],['30 GWh'],actual,01-2021,08-2021,['NA'],NA,1900,True,True,False,False
HUN-00589-00685_01_03_00,HUN,['Komárom'],SK Group,battery,cell_manufacturing,['initial'],['734 million USD'],['7.5 GWh'],operational,11-2017,03-2018,['01-2021'],NA,-,True,False,False,False
HUN-00589-00685_01_03_01,HUN,['Komárom'],SK Group,battery,cell_manufacturing,['first expansion'],['$859 million'],['17.3 GWh'],actual,02-2019,03-2018,['12-2019'],NA,-,True,False,False,False
POL-01017-00685_01_02_00,POL,Silesia,SK Group,battery,battery_materials,initial,335 million EUR,-,announced,-,NA,NA,NA,-,False,False,False,False
POL-01019-00685_01_02_00,POL,Silonsk,SK Group,battery,battery_materials,initial,850 million EUR,-,actual,03-2021,08-2021,NA,NA,-,False,False,False,False
POL-01060-00685_01_02_00,POL,Stalowa Wola,SK Group,battery,battery_materials,initial,900 billion won,"50,000 tonnes per year",actual,12-2022,07-2022,NA,NA,-,False,False,False,False
POL-09588-09907_01_02_00,POL,Dąbrowa Górnicza,SK Hi-Tech Battery Materials Poland sp. z o.o.,battery,battery_materials,initial,-,-,actual,05-2023,-,NA,NA,-,False,False,False,False
POL-09588-09907_01_02_01,POL,Dąbrowa Górnicza,SK Hi-Tech Battery Materials Poland sp. z o.o.,battery,battery_materials,first expansion,-,-,actual,05-2023,-,NA,NA,-,False,False,False,False
POL-09588-09907_07_01_00,POL,Dąbrowa Górnicza,SK Hi-Tech Battery Materials Poland sp. z o.o.,vehicle,EV_component_manufacturing,initial,-,-,actual,05-2023,-,NA,NA,-,False,False,False,False
POL-09588-09907_07_01_01,POL,Dąbrowa Górnicza,SK Hi-Tech Battery Materials Poland sp. z o.o.,vehicle,EV_component_manufacturing,first expansion,-,-,actual,05-2023,-,NA,NA,-,False,False,False,False
SWE-06116-09908_05_00_00,SWE,Forsmark,SKB,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
SWE-06116-09908_05_00_01,SWE,Forsmark,SKB,nuclear,deployment,first expansion,-,-,announced,-,NA,NA,NA,-,False,False,False,False
POL-01060-00692_01_02_00,POL,Stalowa Wola,SKC,battery,battery_materials,initial,-,"50,000 tonnes per year",actual,12-2022,12-2022,NA,NA,-,False,False,False,False
POL-01060-00692_07_01_00,POL,Stalowa Wola,SKC,vehicle,EV_component_manufacturing,initial,693 million EUR,"50,000 tonnes per year",actual,12-2022,12-2022,NA,NA,-,False,False,False,False
DEU-00989-09909_08_00_00,DEU,Schweinfurt,SKF,wind,deployment,initial,360 million Skr,-,actual,08-2016,06-2015,NA,NA,-,False,False,False,False
DEU-01168-09910_01_01_00,DEU,Upper Rhine Valley,SLB,battery,materials_refining,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-07908-09911_08_00_00,GBR,Lowestoft,SLP,wind,deployment,initial,£25 million,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00562-03379_06_05_00,DEU,Kassel,SMA,solar,inverters,initial,-,-,announced,08-2022,NA,NA,NA,250,False,False,False,False
DEU-00562-03379_06_05_01,DEU,Kassel,SMA,solar,inverters,first expansion,-,-,actual,08-2022,-,NA,NA,250,False,False,False,False
DNK-08021-03379_06_00_00,DNK,Lerchenborg,SMA,solar,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
DEU-01419-03379_06_05_00,DEU,Lyon,SMA,solar,inverters,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-05520-03379_06_05_00,DEU,Niestetal,SMA,solar,inverters,initial,-,-,actual,04-2023,04-2023,NA,NA,-,False,False,False,False
DEU-02587-03379_06_00_00,DEU,Templin,SMA,solar,deployment,initial,-,128 MWp,actual,-,-,NA,NA,-,False,False,False,False
DEU-01316-03379_06_05_00,DEU,unknown,SMA,solar,inverters,initial,-,4 GW,operational,02-2009,02-2009,07-2009,NA,-,False,False,False,False
DEU-09866-09912_01_00_00,DEU,Metelen,SMA Altenso,battery,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
DEU-00562-09913_06_05_00,DEU,Kassel,SMA Solar Technology,solar,inverters,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00755-09913_06_05_00,DEU,Munich,SMA Solar Technology,solar,inverters,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00755-09913_04_04_00,DEU,Munich,SMA Solar Technology,hydrogen,electrolysers,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-05520-09913_06_05_00,DEU,Niestetal,SMA Solar Technology,solar,inverters,initial,€80 million,20 GW,actual,04-2023,-,NA,NA,-,False,False,False,False
DEU-05520-09913_06_05_01,DEU,Niestetal,SMA Solar Technology,solar,inverters,first expansion,€80 million,20 GW,actual,04-2023,04-2023,NA,NA,-,False,False,False,False
POL-09867-09913_06_05_00,POL,Zabierzów,SMA Solar Technology,solar,inverters,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
DEU-00562-09914_06_05_00,DEU,Kassel,SMA Technologie AG,solar,inverters,initial,-,-,actual,07-2008,07-2008,NA,NA,1000,False,False,False,False
GBR-09868-09915_08_00_00,GBR,Offshore Scotland,SMC,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-00109-09916_08_00_00,GBR,Blyth,SMD,wind,deployment,initial,£3 million,-,actual,-,-,NA,NA,-,False,False,False,False
ROU-04625-09917_05_00_00,ROU,Cernavoda,SN Nuclearelectrica,nuclear,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
ROU-04625-04224_05_00_00,ROU,Cernavoda,SNC-Lavalin,nuclear,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-03498-04224_04_02_00,GBR,"Ellesmere Port, Cheshire",SNC-Lavalin,hydrogen,blue_hydrogen,initial,-,3 TWh/y,announced,-,NA,NA,NA,-,False,False,False,False
FRA-03443-04225_06_00_00,FRA,Caderousse,SNCF,solar,deployment,initial,-,900 kW,announced,-,NA,NA,NA,-,False,False,False,False
FRA-00853-04225_06_00_00,FRA,Paris,SNCF,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-03443-04226_06_00_00,FRA,Caderousse,SNCF Renewables,solar,deployment,initial,-,900 kW,announced,07-2023,NA,NA,NA,-,False,False,False,False
GBR-00100-05963_06_00_00,GBR,Bicester,SNRG,solar,deployment,initial,"£400,000",302 kWp,actual,09-2023,-,NA,NA,-,False,False,False,False
GBR-00100-05963_01_00_00,GBR,Bicester,SNRG,battery,deployment,initial,"£400,000",-,actual,09-2023,-,NA,NA,-,False,False,False,False
CHE-03969-05965_04_01_00,CHE,Freienbach,SOCAR Energy Switzerland,hydrogen,green_hydrogen,initial,-,"1,000 to 1,200 tonnes",announced,07-2021,NA,NA,NA,-,False,False,False,False
CHE-03969-05965_04_04_00,CHE,Freienbach,SOCAR Energy Switzerland,hydrogen,electrolysers,initial,-,"1,000 to 1,200 tonnes",announced,07-2021,NA,NA,NA,-,False,False,False,False
GBR-02256-09919_06_00_00,GBR,U.K.,SONI,solar,deployment,initial,£500 million,-,announced,09-2019,NA,NA,NA,-,False,False,False,False
CZE-00633-00693_01_04_00,CZE,Libchavy,SOR,battery,module_assembly,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
CZE-00633-00693_07_01_00,CZE,Libchavy,SOR,vehicle,EV_component_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
CZE-00633-00693_07_02_00,CZE,Libchavy,SOR,vehicle,battery_vehicle_assembly,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-09871-03382_06_00_00,GBR,Hall Farm,SPI,solar,deployment,initial,-,15 MW,operational,-,04-2015,08-2015,NA,-,False,False,False,False
GRC-09872-04229_06_00_00,GRC,Evros,SPI Solar,solar,deployment,initial,-,4.4 MW,actual,08-2011,11-2011,NA,NA,-,False,False,False,False
GRC-09872-04229_06_00_01,GRC,Evros,SPI Solar,solar,deployment,first expansion,-,-,actual,08-2011,11-2011,NA,NA,-,False,False,False,False
GRC-09873-04229_06_00_00,GRC,Rhodope Prefecture,SPI Solar,solar,deployment,initial,-,1 MW,announced,02-2012,NA,NA,NA,-,False,False,False,False
FRA-05025-08044_08_02_00,FRA,Brest,SPIE Industrie,wind,tower_manufacturing,initial,-,-,announced,11-2022,NA,NA,NA,-,False,False,False,False
FRA-05025-08045_08_03_00,FRA,Brest,SPIE Industrie & Tertiaire,wind,nacelle_assembly,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-07409-08045_08_02_00,FRA,Port of Brest,SPIE Industrie & Tertiaire,wind,tower_manufacturing,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
SVK-02397-02430_04_00_00,SVK,Blatná na Ostrove,SPP-D,hydrogen,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
FRA-07724-08046_06_00_00,FRA,Yonne,SPV PV19,solar,deployment,initial,-,10.15 MW,announced,04-2022,NA,NA,NA,-,False,False,False,False
DEU-09665-09920_06_00_00,DEU,Eisleben,SRU Solar,solar,deployment,initial,€40 million,29 MW,operational,09-2012,09-2012,10-2012,NA,-,False,False,False,False
SWE-04820-01912_04_01_00,SWE,Gällivare,SSAB,hydrogen,green_hydrogen,initial,-,-,announced,09-2022,NA,NA,NA,-,False,False,False,False
SWE-04820-01912_04_05_00,SWE,Gällivare,SSAB,hydrogen,storage,initial,-,-,announced,09-2022,NA,NA,NA,-,False,False,False,False
SWE-05043-01912_04_01_00,SWE,Lulea,SSAB,hydrogen,green_hydrogen,initial,-,-,announced,08-2022,NA,NA,NA,-,False,False,False,False
SWE-01952-01912_04_00_00,SWE,Luleå,SSAB,hydrogen,deployment,initial,-,-,actual,04-2021,04-2021,NA,NA,-,False,False,False,False
SWE-01952-01912_04_00_01,SWE,Luleå,SSAB,hydrogen,deployment,first expansion,-,-,operational,04-2021,04-2021,07-2022,NA,-,False,False,False,False
SWE-00807-01912_04_00_00,SWE,Northern Sweden,SSAB,hydrogen,deployment,initial,-,-,actual,03-2022,03-2022,NA,NA,-,False,False,False,False
SWE-05524-01912_04_01_00,SWE,Oxelösund,SSAB,hydrogen,green_hydrogen,initial,€30 million,-,actual,04-2022,-,NA,NA,-,False,False,False,False
SWE-03693-01912_04_01_00,SWE,Pilot Plant,SSAB,hydrogen,green_hydrogen,initial,-,-,actual,03-2020,03-2020,NA,NA,-,False,False,False,False
GBR-04548-01913_04_05_00,GBR,Aldbrough,SSE,hydrogen,storage,initial,-,-,announced,08-2021,NA,NA,NA,-,False,False,False,False
GBR-07808-01913_08_00_00,GBR,Angus,SSE,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
IRL-08015-01913_08_00_00,IRL,Arklow,SSE,wind,deployment,initial,€1 billion to €2 billion,-,actual,10-2020,10-2020,NA,NA,-,False,False,False,False
IRL-08015-01913_08_00_01,IRL,Arklow,SSE,wind,deployment,first expansion,-,-,announced,10-2020,NA,NA,NA,-,False,False,False,False
IRL-09874-01913_08_00_00,IRL,Arklow Harbour,SSE,wind,deployment,initial,€15 million,-,announced,-,NA,NA,NA,-,False,False,False,False
IRL-08362-01913_08_00_00,IRL,Ballyvourney,SSE,wind,deployment,initial,-,122 MW,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08342-01913_08_00_00,GBR,Beatrice,SSE,wind,deployment,initial,-,-,operational,-,-,07-2019,NA,-,False,False,False,False
GBR-08343-01913_08_00_00,GBR,Beatrice offshore wind farm,SSE,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-00109-01913_08_00_00,GBR,Blyth,SSE,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
IRL-09875-01913_06_00_00,IRL,Bridgetown,SSE,solar,deployment,initial,-,21 MWp,announced,-,NA,NA,NA,-,False,False,False,False
FRA-07725-01913_08_00_00,FRA,Chaintrix-Bierges,SSE,wind,deployment,initial,€30 million,27 MW,actual,-,-,NA,NA,80,False,False,False,False
GBR-09876-01913_08_00_00,GBR,Cloiche,SSE,wind,deployment,initial,-,125 MW,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08950-01913_08_00_00,GBR,Clyde,SSE,wind,deployment,initial,-,350 MW,operational,03-2016,03-2016,03-2016,NA,-,False,False,False,False
GBR-09212-01913_08_00_00,GBR,Clyde 2,SSE,wind,deployment,initial,-,173 MW,actual,03-2016,03-2016,NA,NA,-,False,False,False,False
GBR-09877-01913_03_00_00,GBR,Coire Glas,SSE,hydroelectric,deployment,initial,1.3 billion USD,-,announced,05-2020,NA,NA,NA,-,False,False,False,False
GBR-09877-01913_03_00_01,GBR,Coire Glas,SSE,hydroelectric,deployment,first expansion,-,-,announced,-,NA,NA,NA,-,False,False,False,False
IRL-05798-01913_08_00_00,IRL,County Wexford,SSE,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08019-01913_08_00_00,GBR,Cromarty Firth,SSE,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08019-01913_04_01_00,GBR,Cromarty Firth,SSE,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08019-01913_04_05_00,GBR,Cromarty Firth,SSE,hydrogen,storage,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-02202-01913_04_01_00,GBR,Dogger Bank,SSE,hydrogen,green_hydrogen,initial,-,-,announced,01-2022,NA,NA,NA,-,False,False,False,False
GBR-08692-01913_08_00_00,GBR,Dogger Bank C,SSE,wind,deployment,initial,£3 billion,"1,200 MW",actual,12-2021,12-2021,NA,NA,-,False,False,False,False
GBR-08692-01913_08_00_01,GBR,Dogger Bank C,SSE,wind,deployment,first expansion,£3 billion,-,actual,12-2021,12-2021,NA,NA,-,False,False,False,False
GBR-08714-01913_08_00_00,GBR,Dogger Bank D,SSE,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-08714-01913_04_01_00,GBR,Dogger Bank D,SSE,hydrogen,green_hydrogen,initial,-,-,cancelled,-,NA,NA,03-2024,-,False,False,False,False
GBR-09193-01913_08_07_00,GBR,Dogger Bank Wind Farm,SSE,wind,other,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-02066-01913_01_00_00,GBR,Dungannon,SSE,battery,deployment,initial,-,100 MW/200 MWh,announced,05-2024,NA,NA,NA,-,False,False,False,False
GBR-09878-01913_08_00_00,GBR,Dunmaglass,SSE,wind,deployment,initial,-,-,announced,03-2019,NA,NA,NA,-,False,False,False,False
GBR-09879-01913_06_00_00,GBR,Evesham,SSE,solar,deployment,initial,-,31 MW,actual,-,08-2023,NA,NA,-,False,False,False,False
GBR-02067-01913_01_00_00,GBR,Ferrybridge,SSE,battery,deployment,initial,-,300 MWh,actual,05-2023,05-2023,NA,NA,-,False,False,False,False
GBR-09880-01913_01_00_00,GBR,Fiddler’s Ferry,SSE,battery,deployment,initial,-,300 MWh,actual,08-2023,08-2023,NA,NA,-,False,False,False,False
GBR-09881-01913_08_00_00,GBR,Firth of Forth,SSE,wind,deployment,initial,-,-,actual,09-2019,05-2022,NA,NA,-,False,False,False,False
GBR-09883-01913_03_00_00,GBR,Foyers,SSE,hydroelectric,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
IRL-04176-01913_04_01_00,IRL,Galway Harbour,SSE,hydrogen,green_hydrogen,initial,-,-,announced,04-2022,NA,NA,NA,-,False,False,False,False
IRL-08311-01913_08_00_00,IRL,Galway Wind Park,SSE,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
IRL-08311-01913_08_00_01,IRL,Galway Wind Park,SSE,wind,deployment,first expansion,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-09884-01913_04_01_00,GBR,Gordonbush,SSE,hydrogen,green_hydrogen,initial,-,"1,300 tonnes",announced,04-2022,NA,NA,NA,-,False,False,False,False
GBR-09884-01913_04_04_00,GBR,Gordonbush,SSE,hydrogen,electrolysers,initial,-,"1,300 tonnes",announced,04-2022,NA,NA,NA,-,False,False,False,False
GBR-09884-01913_08_00_00,GBR,Gordonbush,SSE,wind,deployment,initial,-,-,announced,04-2022,NA,NA,NA,-,False,False,False,False
GBR-09884-01913_01_00_00,GBR,Gordonbush,SSE,battery,deployment,initial,-,-,announced,04-2022,NA,NA,NA,-,False,False,False,False
GBR-06194-01913_08_00_00,GBR,Hartlepool,SSE,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-06430-01913_08_00_00,GBR,Hunterston,SSE,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-09885-01913_03_00_00,GBR,Inveruglas,SSE,hydroelectric,deployment,initial,-,-,announced,05-2023,NA,NA,NA,-,False,False,False,False
GBR-04551-01913_04_02_00,GBR,Keadby,SSE,hydrogen,blue_hydrogen,initial,-,-,announced,08-2021,NA,NA,NA,-,False,False,False,False
GBR-04551-01913_04_05_00,GBR,Keadby,SSE,hydrogen,storage,initial,-,-,announced,08-2021,NA,NA,NA,-,False,False,False,False
IRL-08827-01913_08_00_00,IRL,Lenalea,SSE,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-08977-01913_06_00_00,GBR,Littleton Pastures,SSE,solar,deployment,initial,-,31 MW,actual,-,-,NA,NA,-,False,False,False,False
GBR-09886-01913_03_00_00,GBR,Loch Lochy,SSE,hydroelectric,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-09887-01913_01_00_00,GBR,Monk Fryston,SSE,battery,deployment,initial,-,300 MWh,actual,08-2023,10-2024,NA,NA,-,False,False,False,False
GBR-06574-01913_08_00_00,GBR,Montrose,SSE,wind,deployment,initial,-,-,actual,-,11-2020,NA,NA,-,False,False,False,False
GBR-08518-01913_08_00_00,GBR,Montrose Port,SSE,wind,deployment,initial,-,-,actual,09-2020,10-2020,NA,NA,-,False,False,False,False
GBR-01427-01913_08_00_00,GBR,Newcastle,SSE,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-05247-01913_06_00_00,GBR,Newport,SSE,solar,deployment,initial,-,75 MW,actual,-,-,NA,NA,-,False,False,False,False
GBR-02382-01913_08_00_00,GBR,North Sea,SSE,wind,deployment,initial,-,-,actual,06-2022,-,NA,NA,-,False,False,False,False
GBR-01728-01913_01_00_00,GBR,North Yorkshire,SSE,battery,deployment,initial,-,320 MW/640 MWh,actual,-,11-2023,NA,NA,-,False,False,False,False
GBR-08058-01913_08_02_00,GBR,Port of Nigg,SSE,wind,tower_manufacturing,initial,15 million GBP,-,announced,07-2021,NA,NA,NA,400,False,False,False,False
GBR-06400-01913_08_00_00,GBR,Port of Tyne,SSE,wind,deployment,initial,-,-,actual,05-2020,-,NA,NA,200,False,False,False,False
IRL-09888-01913_08_00_00,IRL,Richfield,SSE,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
IRL-09888-01913_06_00_00,IRL,Richfield,SSE,solar,deployment,initial,-,21 MW,announced,-,NA,NA,NA,-,False,False,False,False
GBR-02065-01913_01_00_00,GBR,Salisbury,SSE,battery,deployment,initial,-,50 MW,actual,08-2021,02-2022,NA,NA,-,False,False,False,False
GBR-09889-01913_08_00_00,GBR,Seagreen,SSE,wind,deployment,initial,-,-,actual,07-2020,07-2020,NA,NA,-,False,False,False,False
GBR-07816-01913_08_00_00,GBR,Seagreen Offshore Wind Farm,SSE,wind,deployment,initial,£3 billion,-,operational,09-2022,09-2022,09-2022,NA,-,False,False,False,False
GBR-09334-01913_08_00_00,GBR,Seagreen Wind Farm,SSE,wind,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
GBR-09334-01913_04_00_00,GBR,Seagreen Wind Farm,SSE,hydrogen,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
GBR-07945-01913_08_00_00,GBR,Shetland,SSE,wind,deployment,initial,£580 million,-,actual,07-2020,08-2020,NA,NA,400,False,False,False,False
