filename,capacity,checked,company,component,country,dt_actual,dt_announce,dt_cancel,dt_operational,finetune,investment_value,jobs,location,phase,reject-phase,share-investment,status,tech
DEU-00456-00617_07_01_00,100 MWh per year,True,Porsche,EV_component_manufacturing,DEU,,09-2021,,,False,,,Heilbronn,initial,True,False,announced,vehicle
DEU-00373-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,DEU,10-2020,['10-2020'],,,False,,,Giga-Berlin,initial,True,False,actual,vehicle
ITA-06846-02081_03_00_00,43.4 MW,True,Enel,deployment,ITA,,,,01-1923,True,,,Valbondione,initial,False,False,operational,hydroelectric
GBR-00277-00012_01_03_00,['0.5 GWh'],True,AMTE Power,cell_manufacturing,GBR,,08-2022,,['NA'],False,,215,['Dundee'],['initial'],False,False,announced,battery
DEU-00046-00768_01_03_00,,True,Tesla,cell_manufacturing,DEU,11-2020,,,,False,,,Austin,initial,True,False,actual,battery
AUT-00388-00331_01_00_00,,True,Graz University of Technology,deployment,AUT,,,,,False,,,Graz,initial,True,False,announced,battery
ESP-01099-02350_01_02_00,,True,Lotte,battery_materials,ESP,,,,,False,,,Tarragona,initial,True,,announced,battery
DEU-00094-07188_01_03_01,,True,Tesla Inc,cell_manufacturing,DEU,Not disclosed.,,,,False,,,Berlin,first expansion,True,False,actual,battery
DEU-00057-00617_07_01_00,['100 MWh/year'],True,Porsche,EV_component_manufacturing,DEU,,,,['NA'],False,,,['Baden-Württemberg'],['initial'],True,False,announced,vehicle
ITA-01145-02324_07_04_00,,True,Iveco,EV_recycling,ITA,,,,,False,,,Turin,initial,True,,actual,vehicle
GBR-09854-00702_01_03_00,,True,Samsung,cell_manufacturing,GBR,,,,['NA'],False,,,['Leighton Buzzard'],['initial'],True,False,announced,battery
DEU-00107-00010_01_01_00,"20,000 tonnes",True,AMG Lithium,materials_refining,DEU,04-2021,04-2021,,09-2024,False,120 million EUR,80,Bitterfeld,initial,False,False,operational,battery
HUN-00249-00120_01_03_00,40 GWh,True,CATL,cell_manufacturing,HUN,12-2022,12-2022,,10-2024,False,€7.34 billion,,Debrecen,initial,False,True,actual,battery
ITA-01339-07470_01_00_00,,True,NextEnergy Group,deployment,ITA,09-2022,09-2022,,,False,,,Naples,initial,False,False,actual,battery
GBR-00225-00412_01_03_00,,True,Jaguar Land Rover,cell_manufacturing,GBR,,02-2021,,['NA'],False,,,['Coventry'],['initial'],True,False,announced,battery
FRA-00396-00824_07_02_00,,True,Verkor,battery_vehicle_assembly,FRA,,07-2021,,,False,100 million EUR,,Grenoble,initial,True,False,actual,vehicle
LTU-03212-03514_06_03_00,60 MW,True,Solitek,cell,LTU,,,,01-2013,False,,,Vilnius,initial,False,False,actual,solar
FRA-00274-01424_01_03_02,,True,ACC,cell_manufacturing,FRA,,,,,False,,,Douvrin,second expansion,True,False,actual,battery
ESP-01368-00963_01_03_00,,True,CIC energiGUNE,cell_manufacturing,ESP,,['06-2022'],,,False,['700 million EUR'],,Álava Technology Park,initial,True,,announced,battery
GBR-01244-00412_01_03_00,,True,Jaguar Land Rover,cell_manufacturing,GBR,,04-2023,,['NA'],False,,,['Wolverhampton'],['initial'],True,False,announced,battery
ITA-01973-01802_01_04_00,540 MWh,True,NHOA,module_assembly,ITA,,,,10-2022,True,,,Cosio Valtellino,initial,False,False,operational,battery
DEU-02287-00284_01_03_00,,True,Fraunhofer,cell_manufacturing,DEU,,,,['NA'],False,,,['Freiburg'],['initial'],True,False,announced,battery
HUN-00249-00120_07_02_01,40 GWh,True,CATL,battery_vehicle_assembly,HUN,12-2022,12-2022,,,False,€7.34 billion,,Debrecen,first expansion,True,False,actual,vehicle
DEU-00001-01092_01_03_00,,True,HYNN,cell_manufacturing,DEU,,,,['NA'],False,,,['Aachen'],['initial'],True,False,announced,battery
PRT-07081-07738_08_00_00,['48 MW'],True,Endesa Portugal,deployment,PRT,04-2022,['04-2022'],,06-2023,True,,,Alto Rabagão,initial,False,,actual,wind
GBR-01707-00114_01_04_00,,True,Britishvolt,module_assembly,GBR,,['05-2022'],,,False,,,Cambois,initial,True,False,announced,battery
SWE-06521-00582_01_03_00,,True,Northvolt,cell_manufacturing,SWE,,,,,False,,,Borlange,initial,True,False,announced,battery
DEU-01150-01236_01_05_00,,True,Porsche eBike Performance,recycling,DEU,,06-2024,,,False,,,Tübingen,initial,True,False,announced,battery
ESP-03086-03295_01_01_00,2 GW,True,Phi4tech,cell_manufacturing,ESP,06-2021,03-2021,,,False,€400 million,,Badajoz,initial,False,False,actual,battery
FRA-00273-02453_01_03_00,,True,Stellantis Group,cell_manufacturing,FRA,,07-2021,,['NA'],False,,,['Douvrai'],['initial'],True,False,announced,battery
ESP-02391-08113_01_00_00,100.2 MW / 200.4 MWh,True,Tagenergy,deployment,ESP,,,,,False,,,Asturias,initial,False,False,actual,battery
DEU-06391-00391_01_03_00,['20 GWh'],True,InoBat Auto,cell_manufacturing,DEU,,['09-2023'],,,False,,,Middle Europe,initial,True,False,announced,battery
SWE-01026-00582_01_03_02,,True,Northvolt,cell_manufacturing,SWE,,['06-2023'],,,False,,,Skelleftea,second expansion,True,False,actual,battery
ITA-06735-07363_01_04_00,['600–800 batteries per day'],True,Pylon Technologies,module_assembly,ITA,,['05-2023'],,,False,,,Veneto,initial,True,,announced,battery
ITA-00878-00455_01_05_00,"['50,000 to 70,000 tonnes']",True,Li-Cycle,recycling,ITA,,['05-2023'],,,False,,,Portovesme,initial,True,,announced,battery
AUT-01420-01037_01_01_00,,True,European Lithium,materials_refining,AUT,06-2020,06-2020,,,False,"€120,000",,Wolfsberg,initial,False,False,actual,battery
NOR-01047-00540_01_03_00,,True,Morrow Batteries,cell_manufacturing,NOR,05-2022,['05-2022'],,,False,['€100 million'],,Southern Norway,initial,True,False,actual,battery
BEL-01878-01675_01_00_00,,True,Giga Storage,deployment,BEL,06-2025,04-2024,,06-2028,False,,,Dilsen-Stokkem,initial,False,False,announced,battery
AUT-06719-07324_01_05_00,,True,ProtectLiB,recycling,AUT,,,,,False,,,University of Graz,initial,True,False,actual,battery
ESP-02319-07931_01_00_00,,True,Merlin Properties,deployment,ESP,,08-2021,,,False,,,Bilbao,initial,False,False,announced,data centre
ESP-01281-02453_01_03_00,,True,Stellantis Group,cell_manufacturing,ESP,,['12-2024'],,,False,['4.1 billion EUR'],3000,Zaragoza,initial,True,,announced,battery
DEU-00057-00970_01_03_00,['100 MWh'],True,Cellforce,cell_manufacturing,DEU,,11-2021,,['NA'],False,,,['Baden-Württemberg'],['initial'],True,False,announced,battery
ESP-01932-01127_01_04_00,,True,Ingeteam,module_assembly,ESP,,,,,False,,,Almaraz,initial,True,False,announced,battery
DEU-00976-00100_01_03_00,,True,Blackstone Resources,cell_manufacturing,DEU,,03-2022,,['NA'],False,['32 million EUR'],,['Saxony'],['initial'],True,False,actual,battery
AUT-00388-01319_01_03_00,,True,TU Graz,cell_manufacturing,AUT,,,,,False,,,Graz,initial,True,False,announced,battery
DEU-00094-00768_07_01_00,,True,Tesla,EV_component_manufacturing,DEU,01-2020,,,,False,['Several billion euros'],,Berlin,initial,True,False,actual,vehicle
ITA-04511-10497_01_04_00,,True,Pylon LifeEU,module_assembly,ITA,,05-2023,,,False,,,Sant'Angelo di Piove di Sacco,initial,True,False,announced,battery
DEU-00037-00120_01_03_01,['8 GWh'],True,CATL,cell_manufacturing,DEU,04-2022,['02-2019'],,04-2022,False,,,Arnstadt,first expansion,True,False,operational,battery
LTU-03212-03512_06_04_00,,True,SoliTek,modules,LTU,,,,,False,,,Vilnius,initial,True,False,announced,solar
FRA-00135-01424_01_04_00,,True,ACC,module_assembly,FRA,,,,,False,,,Bruges,initial,True,False,actual,battery
PRT-07081-01587_06_00_00,,True,EDP,deployment,PRT,01-2020,05-2022,,,False,,,Alto Rabagão,initial,False,False,actual,solar
DEU-00626-00768_01_04_00,,True,Tesla,module_assembly,DEU,,10-2018,,,False,,,Lausitz,initial,True,False,announced,battery
FRA-00396-00824_01_03_00,,True,Verkor,cell_manufacturing,FRA,,07-2021,,06-2023,False,100 million EUR,,Grenoble,initial,False,False,operational,battery
BEL-00366-00846_07_02_02,,True,Volvo Group,battery_vehicle_assembly,BEL,05-2023,,,,False,75 million EUR,,Ghent,second expansion,False,False,actual,vehicle
FRA-00274-00654_01_03_00,,True,Renault Group,cell_manufacturing,FRA,,06-2022,,['NA'],False,,,['Douvrin'],['initial'],True,False,actual,battery
DEU-00189-00100_01_03_00,,True,Blackstone Resources,cell_manufacturing,DEU,,,,['NA'],False,,,['Chemnitz'],['initial'],True,False,cancelled,battery
GBR-00225-00055_01_03_00,,True,Aston Martin,cell_manufacturing,GBR,,,,['NA'],False,,,['Coventry'],['initial'],True,False,announced,battery
FRA-00272-00824_01_03_00,,True,Verkor,cell_manufacturing,FRA,,03-2022,,['NA'],False,,,['Douai'],['initial'],True,False,announced,battery
PRT-00164-00332_07_00_00,,True,Great Wall,deployment,PRT,,,,,False,,,Cascais,initial,True,False,announced,vehicle
GBR-01076-02129_01_03_02,,True,AESC Envision,cell_manufacturing,GBR,12-2022,,,,False,['£200 million'],1000,['Sunderland'],['second expansion'],True,False,actual,battery
DEU-00094-00768_01_04_00,,True,Tesla,module_assembly,DEU,01-2020,,,,False,,,Berlin,initial,True,False,actual,battery
HUN-00249-08555_01_03_00,100 GWh,True,Contemporary Amperex Technology Co. Ltd. (CATL),cell_manufacturing,HUN,,09-2022,,,False,€7.34 billion,,Debrecen,initial,True,False,announced,battery
DEU-00094-07188_01_03_00,,True,Tesla Inc,cell_manufacturing,DEU,01-2020,,,,False,['5 billion EUR'],,Berlin,initial,True,False,actual,battery
NOR-00032-00540_01_03_02,,True,Morrow Batteries,cell_manufacturing,NOR,,,,,False,,,Arendal,second expansion,True,False,actual,battery
DEU-00798-02504_01_03_00,['1 GWh'],True,e.Go,cell_manufacturing,DEU,,03-2019,,['NA'],False,['250 million EUR'],,['North Rhine-Westphalia'],['initial'],True,False,announced,battery
DEU-00107-00010_01_01_01,,True,AMG Lithium,materials_refining,DEU,04-2021,04-2021,,,False,120 million EUR,80,Bitterfeld,first expansion,False,False,announced,battery
HUN-00249-00120_01_03_01,40 GWh,True,CATL,cell_manufacturing,HUN,12-2022,12-2022,,,False,€7.34 billion,,Debrecen,first expansion,True,False,actual,battery
ITA-00724-02453_01_03_02,,True,Stellantis Group,cell_manufacturing,ITA,,,,['NA'],False,,,['Mirafiori'],['second expansion'],True,False,announced,battery
ESP-00068-07931_01_00_00,,True,Merlin Properties,deployment,ESP,,,,,False,,,Barcelona,initial,False,False,announced,data centre
GBR-00225-00412_01_03_01,,True,Jaguar Land Rover,cell_manufacturing,GBR,,02-2021,,['NA'],False,,,['Coventry'],['first expansion'],True,False,announced,battery
DEU-00001-00120_01_04_00,,True,CATL,module_assembly,DEU,,09-2022,,,False,,,Aachen,initial,True,False,announced,battery
ITA-06733-02081_01_99_00,,True,Enel,deployment,ITA,,,,06-2024,True,,,Trino,initial,False,False,operational,battery
LTU-03212-03514_06_03_01,,True,Solitek,cell,LTU,02-2019,08-2018,,01-2020,False,€5 million,,Vilnius,first expansion,False,False,actual,solar
DEU-01150-00970_01_03_00,['100 MWh per year'],True,Cellforce,cell_manufacturing,DEU,,['07-2021'],,,False,['20 to 30 million EUR'],,Tübingen,initial,True,False,announced,battery
ITA-06730-02081_01_00_00,,True,Enel,deployment,ITA,,,,,False,,,Leonardo da Vinci Airport,initial,True,,announced,battery
NOR-00737-00569_01_03_00,,True,Nidec,cell_manufacturing,NOR,,,,['NA'],False,,,['Mo i Rana'],['initial'],True,False,announced,battery
DEU-00046-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,DEU,11-2020,11-2020,,,False,,,Austin,initial,True,False,actual,vehicle
GBR-01244-00412_01_03_01,,True,Jaguar Land Rover,cell_manufacturing,GBR,,04-2023,,['NA'],False,,,['Wolverhampton'],['first expansion'],True,False,actual,battery
GBR-01233-01420_04_01_00,,True,TotalEnergies,green_hydrogen,GBR,,,,,False,,,Western Europe,initial,True,False,announced,hydrogen
ITA-01145-02324_01_05_00,,True,Iveco,recycling,ITA,,,,,False,,,Turin,initial,True,,operational,battery
ITA-01847-03341_06_04_00,,True,Recom,modules,ITA,,,,,False,,,Padua,initial,True,False,actual,solar
DEU-00107-08230_01_01_00,"['20,000 tonnes']",True,AMG Critical Materials,materials_refining,DEU,,,,09-2024,False,,,Bitterfeld,initial,True,False,operational,battery
HUN-00249-00120_07_02_00,40 GWh,True,CATL,battery_vehicle_assembly,HUN,,12-2022,,,False,€7.34 billion,,Debrecen,initial,True,False,announced,vehicle
GBR-01707-00114_07_01_00,,True,Britishvolt,EV_component_manufacturing,GBR,,['05-2022'],,,False,['£100 million'],,Cambois,initial,True,False,announced,vehicle
ITA-06733-02081_06_00_00,87 MW,True,Enel,deployment,ITA,10-2022,10-2022,,06-2024,False,,,Trino,initial,False,False,operational,solar
ITA-06820-04901_06_00_00,,True,Edison,deployment,ITA,,11-2018,,11-2018,True,,,Altomonte,initial,False,False,operational,solar
CHE-00050-00100_01_03_00,,True,Blackstone Resources,cell_manufacturing,CHE,,,,['NA'],False,,,['Baar'],['initial'],True,False,announced,battery
ESP-00068-00274_07_00_00,,True,Ford,deployment,ESP,,,,,False,,,Barcelona,initial,True,False,announced,vehicle
DEU-00305-00076_01_03_00,,True,BMW,cell_manufacturing,DEU,,,,,False,,,Erfurt,initial,True,False,announced,battery
PRT-04593-01587_01_00_00,,True,EDP,deployment,PRT,04-2019,04-2019,,,False,,,Castanheira do Ribatejo,initial,False,False,announced,battery
ITA-00724-00268_01_04_00,,True,Fiat Chrysler,module_assembly,ITA,,11-2019,,,False,,,Mirafiori,initial,False,,announced,battery
FRA-00274-02453_01_04_01,,True,Stellantis Group,module_assembly,FRA,,['04-2021'],,,False,,600,Douvrin,first expansion,True,False,actual,battery
DEU-00057-00617_01_02_00,['100 MWh/year'],True,Porsche,battery_materials,DEU,,,,['NA'],False,,,['Baden-Württemberg'],['initial'],True,False,announced,battery
ESP-00947-00832_01_03_02,,True,Volkswagen,cell_manufacturing,ESP,03-2023,05-2022,,,False,10 billion EUR,,Sagunt,second expansion,True,False,actual,battery
AUT-00388-00617_01_99_00,,True,Porsche,,AUT,,,,,False,['9 million EUR'],,Graz,initial,True,,actual,battery
ESP-01368-00088_01_03_00,,True,Basquevolt,cell_manufacturing,ESP,,['06-2022'],,,False,['700 million EUR'],,Álava Technology Park,initial,True,,announced,battery
AUT-03489-08155_03_00_00,,True,Verbund,deployment,AUT,05-2021,03-2021,,06-2023,False,60 million EUR,,Carinthia,initial,False,False,actual,hydroelectric
NOR-00368-00296_01_03_00,,True,Freyr,cell_manufacturing,NOR,,,,['NA'],False,,,['Giga Arctic'],['initial'],True,False,actual,battery
ITA-02711-07509_01_00_00,,True,Terna,deployment,ITA,,['12-2020'],,,False,,,Southern Italy,initial,True,,actual,battery
GBR-01076-00228_01_03_01,['25 GWh'],True,Envision AESC,cell_manufacturing,GBR,,12-2022,,['12-2030'],False,['€1.8 billion'],,['Sunderland'],['first expansion'],False,False,actual,battery
ITA-00862-00399_01_03_00,['45 GWh'],True,Italvolt,cell_manufacturing,ITA,,,,,False,,,Piedmont,initial,True,,announced,battery
LTU-03212-03689_06_03_01,,True,Valoe,cell,LTU,,02-2019,,,False,,,Vilnius,first expansion,True,False,actual,solar
ESP-01691-00088_01_03_00,,True,Basquevolt,cell_manufacturing,ESP,,['06-2022'],,,False,['€700 million'],800,"Marie Curie Building, Álava Technology Park",initial,True,,announced,battery
NLD-00018-00084_01_00_00,,True,BYD,deployment,NLD,,,,,False,,,Amsterdam,initial,True,False,announced,battery
AUT-00388-01319_01_01_00,,True,TU Graz,materials_refining,AUT,,,,,False,,,Graz,initial,True,False,announced,battery
GBR-00129-00114_01_04_00,,True,Britishvolt,module_assembly,GBR,,['07-2021'],,,False,,,Britain,initial,True,False,announced,battery
DEU-01067-00261_01_04_00,,True,Farasis Energy,module_assembly,DEU,,09-2018,,,False,,,Stuttgart,initial,True,False,announced,battery
FRA-00274-02453_07_99_00,['13 GWh'],True,Stellantis Group,,FRA,04-2021,['04-2021'],,,False,,,Douvrin,initial,True,False,actual,vehicle
BEL-00366-08793_06_00_00,1.87 MW,True,Energy Conversion Devices,deployment,BEL,,01-2010,,,False,,,Ghent,initial,True,False,actual,solar
ITA-01847-03341_01_03_00,50 MW,True,Recom,cell_manufacturing,ITA,,,,07-2019,False,,,Padua,initial,False,False,operational,battery
DEU-01188-00521_07_02_00,,True,Mercedes-Benz,battery_vehicle_assembly,DEU,,['03-2021'],,,False,,,Various locations,initial,True,False,announced,vehicle
ITA-01145-02324_07_02_00,,True,Iveco,battery_vehicle_assembly,ITA,,,,,False,,,Turin,initial,True,,operational,vehicle
SWE-00807-00582_01_03_01,,True,Northvolt,cell_manufacturing,SWE,,06-2021,,,False,,,Northern Sweden,first expansion,True,False,actual,battery
